congressperson_name,civil_name,congressperson_id,state,twitter_profile,secondary_twitter_profile,facebook_page
CARMEN ZANOTTO,CARMEN EMÍLIA BONFÁ ZANOTTO,164360,SC,carmenzanotto,,https://www.facebook.com/DeputadaCarmenZanotto
CELSO MALDANER,CELSO MALDANER,141405,SC,celsomaldaner,,https://www.facebook.com/celso.maldaner/
CESAR SOUZA,César Antonio de Souza,73720,SC,depcesarsouza,,https://www.facebook.com/deputadocesarsouza/
DÉCIO LIMA,DÉCIO NERY DE LIMA,141413,SC,deciolimapt,,https://www.facebook.com/deciolimapt/
EDINHO BEZ,,73793,SC,dep_edinhobez,,https://www.facebook.com/edinho.bez.7
ESPERIDIÃO AMIN,ESPERIDIÃO AMIN HELOU FILHO,160649,SC,EsperidiaoAmin_,,https://www.facebook.com/esperidiaoamin/
GEAN LOUREIRO,,165429,SC,geanloureiro,,https://www.facebook.com/geanloureiro
GEOVANIA DE SÁ,GEOVANIA DE SA RODRIGUES,178966,SC,geovaniadesa,,https://www.facebook.com/geovaniasarodrigues/
JORGE BOEIRA,JORGE CATARINO LEONARDELI BOEIRA,74388,SC,deputadoboeira,,https://www.facebook.com/deputadojorgeboeira/
JORGINHO MELLO,JORGINHO DOS SANTOS MELLO,160509,SC,jorginhomello,,https://www.facebook.com/jorginho.mello.35
JOÃO PAULO KLEINÜBING,JOAO PAULO KARAM KLEINUBING,178967,SC,jpkleinubing,,https://www.facebook.com/jpkleinubing/
JOÃO PIZZOLATTI,,73874,SC,pizzolatti,,NÃO ENCONTRADO
JOÃO RODRIGUES,JOÃO RODRIGUES,160571,SC,joaorodriguessc,,https://www.facebook.com/JoaoRodriguesdeputado/
LUCI CHOINACKI,,73474,SC,lucichoinacki13,,https://www.facebook.com/lucichoinacki/
MARCO TEBALDI,MARCO ANTONIO TEBALDI,160536,SC,mtebaldi,,https://www.facebook.com/matebaldi/
MAURO MARIANI,MAURO MARIANI,141507,SC,Mauro_Mariani,,https://www.facebook.com/deputadomauromariani/
ONOFRE SANTO AGOSTINI,,160563,SC,onofre_agostini ,,https://www.facebook.com/deputadoonofre/
PEDRO UCZAI,PEDRO FRANCISCO UCZAI,160604,SC,uczai,,https://www.facebook.com/PedroUczai/
ROGÉRIO PENINHA MENDONÇA,ROGÉRIO MENDONÇA,160651,SC,deputadopeninha,,https://www.facebook.com/deputadopeninha/
RONALDO BENEDET,RONALDO JOSÉ BENEDET,160515,SC,ronaldo_benedet,,https://www.facebook.com/RonaldoBenedet/
VALDIR COLATTO,VALDIR COLATTO,74010,SC,colattodeputado,,https://www.facebook.com/deputadoValdirColatto/
ADELSON BARRETO,ADELSON BARRETO DOS SANTOS,178968,SE,adelson_barreto,,https://www.facebook.com/profile.php?id=100011229309710
ANDRE MOURA,ANDRÉ LUIS DANTAS FERREIRA,160543,SE,AndreMourapsc_,,https://www.facebook.com/OficialAndreMoura
FABIO REIS,FABIO DE ALMEIDA REIS,171623,SE,fabioreis1515,,https://www.facebook.com/fabioreis1515
FÁBIO MITIDIERI,FABIO CRUZ MITIDIERI,178969,SE,depfmitidieri,,https://www.facebook.com/depfmitidieri
HELENO SILVA,,74053,SE,PrHeleno,,https://www.facebook.com/HelenoSilva2018/
JONY MARCOS,JONY MARCOS DE SOUZA ARAUJO,178971,SE,Dep_jonymarcos,,https://www.facebook.com/jony.marcos.1
JOÃO DANIEL,JOAO SOMARIVA DANIEL,178970,SE,joaodanielPT,depjoaodanielpt,https://www.facebook.com/deputadojoaodaniel/
LAERCIO OLIVEIRA,LAERCIO JOSÉ DE OLIVEIRA,151208,SE,laerciofederal,,https://www.facebook.com/deputadolaerciooliveira/
MENDONÇA PRADO,,74056,SE,mendoncaprado,,https://www.facebook.com/MendoncaPrado/
MÁRCIO MACÊDO,,160542,SE,marciomacedopt,,https://www.facebook.com/marciomacedopt/
VALADARES FILHO,ANTÔNIO CARLOS VALADARES FILHO,141384,SE,valadares_filho,,https://www.facebook.com/ValadaresFilho/
ADÉRMIS MARINI,ADÉRMIS MARINI JUNIOR,196359,SP,AdermisMarini,,https://www.facebook.com/AdermisMarini/
ALBERTO MOURÃO,,74696,SP,albertomourao,,https://www.facebook.com/mouraopg/
ALDO REBELO,,73428,SP,aldorebelo,,https://www.facebook.com/aldorebelo/
ALEX MANENTE,ALEX SPINELLI MANENTE,178972,SP,alexmanentepps,,https://www.facebook.com/alexmanentesbc/
ALEXANDRE LEITE,ALEXANDRE LEITE DA SILVA,160545,SP,lexandreleite,,https://www.facebook.com/DeputadoFederalAlexandreLeite
ALINE CORRÊA,,141375,SP,Dep_AlineCorrea,,https://www.facebook.com/pg/DeputadaAlineCorrea
ANA PERUGINI,ANA LUCIA LIPPAUS PERUGINI,178973,SP,anaperugini,,https://www.facebook.com/ana.perugini
ANDRES SANCHEZ,ANDRES NAVARRO SANCHEZ,178974,SP,torcidaandres,,https://www.facebook.com/torcidaandres
ANTONIO BULHÕES,ANTONIO CARLOS MARTINS DE BULHÕES,141383,SP,depbulhoes,,https://www.facebook.com/antonio.bulhoes.7
ANTONIO CARLOS MENDES THAME,ANTONIO CARLOS DE MENDES THAME,73584,SP,mendesthame,,https://www.facebook.com/md.mendesthame
ARLINDO CHINAGLIA,ARLINDO CHIGNALIA JUNIOR,73433,SP,achinaglia,,https://www.facebook.com/depchinaglia
ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,73434,SP,Dep_Arnaldo1452,,https://www.facebook.com/deputadoarnaldofariadesa
ARNALDO JARDIM,,141391,SP,ArnaldoJardim,,https://www.facebook.com/deputadoarnaldojardim/
BALEIA ROSSI,LUIZ FELIPE BALEIA TENUTO ROSSI,178975,SP,baleia_rossi,,https://www.facebook.com/BaleiaRossi
BETO MANSUR,PAULO ROBERTO GOMES MANSUR,73437,SP,betomansur10,,https://www.facebook.com/betomansur
BRUNA FURLAN,BRUNA DIAS FURLAN,160589,SP,BrunaFurlan_,,https://www.facebook.com/BrunaFurlanDeputadaFederal
CAPITÃO AUGUSTO,JOSE AUGUSTO ROSA,178829,SP,capitao_augusto,,https://www.facebook.com/capitaoaugustooficial/
CARLOS ROBERTO,,165583,SP,carlosroberto45,,https://www.facebook.com/deputadorobertocarlospdt/
CARLOS SAMPAIO,CARLOS HENRIQUE FOCESI SAMPAIO,74262,SP,carlossampaio_,,https://www.facebook.com/DeputadoCarlosSampaio
CARLOS ZARATTINI,CARLOS ALBERTO ROLIM ZARATTINI,141398,SP,CarlosZarattini,,https://www.facebook.com/dep.zarattini/
CELSO RUSSOMANNO,CELSO UBIRAJARA RUSSOMANNO,73441,SP,celsorussomanno,,https://www.facebook.com/celsorussomanno
CÂNDIDO VACCAREZZA,,141396,SP,vaccarezza,,https://www.facebook.com/candidovaccarezza/
DELEGADO PROTÓGENES,,160606,SP,protogenes,,https://www.facebook.com/protogenesq/
DEVANIR RIBEIRO,,74264,SP,devanirribeiro,,https://www.facebook.com/DeputadoDevanirRibeiro/
DIMAS RAMALHO,,74265,SP,dimasramalho,,https://www.facebook.com/depdimasramalho/
DR. SINVAL MALHEIROS,SINVAL MALHEIROS PINTO JÚNIOR,178830,SP,sinvalmalheiros,,https://www.facebook.com/drsinvalmalheiros/
DR. UBIALI,,141498,SP,drubiali,,https://www.facebook.com/DrUbiali/
DUARTE NOGUEIRA,,141385,SP,duarte_nogueira,,https://www.facebook.com/pg/nogueiraduarte
EDUARDO BOLSONARO,EDUARDO NANTES BOLSONARO,92346,SP,bolsonarosp,,https://www.facebook.com/bolsonaro.enb/
EDUARDO CURY,EDUARDO PEDROSA CURY,178977,SP,eduardo_cury,,https://www.facebook.com/EduardoCuryOficial/
ELEUSES PAIVA,,154919,SP,eleusespaiva,,https://www.facebook.com/eleuses.paiva/
ELI CORRÊA FILHO,ADRIANO ELI CORRÊA,160532,SP,NAO ENCONTRADO,,https://www.facebook.com/EliCorreaFilho
EVANDRO GUSSI,EVANDRO HERRERA BERTONE GUSSI,178828,SP,evandrogussi,,https://facebook.com/evandro.gussi/
FAUSTO PINATO,FAUSTO RUY PINATO,66828,SP,faustopinato,,https://www.facebook.com/faustopinato/
FLAVINHO,FLAVIO AUGUSTO DA SILVA,178978,SP,flavinhocn,,https://www.facebook.com/pg/Flavinhocn
GABRIEL CHALITA,,160537,SP,gabriel_chalita,,https://www.facebook.com/facechalita/
GILBERTO NASCIMENTO,GILBERTO NASCIMENTO SILVA,74270,SP,gilbertopsc20,,https://www.facebook.com/gilbertonascimento.psc20/
GOULART,ANTONIO GOULART DOS REIS,178980,SP,oficial_goulart,,https://www.facebook.com/goulartoficial/
